Punto vendita,Data,Codice,Nome,Quantità,Prezzo,Totale
CAFEZAL_PREMUDA,2023-02-23 10:08:57,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-23 10:07:15,2094,SPREMUTA,1,4.5,4.5
CAFEZAL_PREMUDA,2023-02-23 10:07:15,2283,BOTTIGLIA ACQUA,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-23 10:02:31,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-23 10:02:16,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-23 9:58:05,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-23 9:56:47,1139,BRIOCHE CIOCCO NOCCIOLE,1,2.8,2.8
CAFEZAL_SOLFERINO,2023-02-23 9:56:47,1155,BRIOCHE INT VEG COTTO FONTINA,1,5,5
CAFEZAL_PREMUDA,2023-02-23 9:53:57,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-23 9:53:37,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-23 9:52:35,1014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-23 9:40:37,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-23 9:37:25,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-23 9:36:26,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-23 9:36:26,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-23 9:36:26,2015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-02-23 9:34:30,2133,BRIOCHE CREMA,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-02-23 9:34:03,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-23 9:29:06,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-23 9:28:41,1014,GARIBALDI,7,1.5,10.5
CAFEZAL_SOLFERINO,2023-02-23 9:28:41,1069,COOKIE,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-23 9:27:45,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-23 9:27:04,1014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-23 9:27:04,1069,COOKIE,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-23 9:26:03,2014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-02-23 9:16:14,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-23 9:16:14,2087,MONO VEGAN,1,3.8,3.8
CAFEZAL_SOLFERINO,2023-02-23 9:09:35,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-23 9:08:43,1018,BRASILE DOPPIO,1,3,3
CAFEZAL_SOLFERINO,2023-02-23 9:05:53,1017,ATLANTICO,1,2,2
CAFEZAL_PREMUDA,2023-02-23 9:05:18,2014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-02-23 9:01:24,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-23 8:56:51,2070,BRIOCHE VUOTA,3,1.5,4.5
CAFEZAL_PREMUDA,2023-02-23 8:56:51,2271,SERVIZIO,4,0.5,2
CAFEZAL_PREMUDA,2023-02-23 8:56:51,2001,CAPPUCCINO,3,2,6
CAFEZAL_PREMUDA,2023-02-23 8:56:51,2007,LATTE BIANCO,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-23 8:51:45,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-23 8:51:45,2070,BRIOCHE VUOTA,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-23 8:51:45,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-23 8:49:33,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-23 8:49:33,2070,BRIOCHE VUOTA,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-23 8:46:38,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-23 8:46:38,2139,BRIOCHE CIOCCO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-02-23 8:46:38,2221,COLD BREW,1,4.5,4.5
CAFEZAL_PREMUDA,2023-02-23 8:45:41,2086,CANNELES,1,3.5,3.5
CAFEZAL_PREMUDA,2023-02-23 8:45:41,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-23 8:33:11,2133,BRIOCHE CREMA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-02-23 8:33:11,2017,SINGLE ORIGIN,1,2,2
CAFEZAL_PREMUDA,2023-02-23 8:25:30,2003,FLAT WHITE,1,3.8,3.8
CAFEZAL_PREMUDA,2023-02-23 8:18:16,2133,BRIOCHE CREMA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-02-23 8:18:16,2098,SUCCO NETTARE,1,4,4
CAFEZAL_SOLFERINO,2023-02-23 8:17:57,1022,CAFFE LATTE,2,4,8
CAFEZAL_SOLFERINO,2023-02-23 8:17:57,1003,FLAT WHITE,1,3.8,3.8
CAFEZAL_PREMUDA,2023-02-23 8:17:06,2017,SINGLE ORIGIN,1,2,2
CAFEZAL_PREMUDA,2023-02-23 8:06:56,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-22 18:48:44,2018,SINGLE ORIGIN DOPPIO,1,3,3
CAFEZAL_PREMUDA,2023-02-22 18:48:44,2069,COOKIE,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 18:48:44,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 18:43:10,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 18:43:10,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-22 18:41:39,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-02-22 18:21:31,2225,INFUSO CASCARA CAFFE,1,4,4
CAFEZAL_PREMUDA,2023-02-22 18:07:06,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 18:07:06,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 18:07:06,2133,BRIOCHE CREMA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-02-22 18:05:09,2094,SPREMUTA,1,4.5,4.5
CAFEZAL_PREMUDA,2023-02-22 18:05:09,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 17:59:16,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 17:59:16,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 17:56:41,2133,BRIOCHE CREMA,1,2.5,2.5
CAFEZAL_PREMUDA,2023-02-22 17:56:41,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-22 17:41:00,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 17:41:00,2086,CANNELES,1,3.5,3.5
CAFEZAL_PREMUDA,2023-02-22 17:40:18,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 17:40:18,2053,AMERICANO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-02-22 17:25:27,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 17:23:36,1006,CORTADO OAT,1,3,3
CAFEZAL_SOLFERINO,2023-02-22 17:21:46,1004,FLAT WHITE OAT,1,4,4
CAFEZAL_SOLFERINO,2023-02-22 16:58:04,1145,BRIOCHE CREMA CARCIOFI,1,5,5
CAFEZAL_SOLFERINO,2023-02-22 16:58:04,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 16:57:36,1015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-02-22 16:57:36,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 16:47:47,1014,GARIBALDI,3,1.5,4.5
CAFEZAL_SOLFERINO,2023-02-22 16:47:47,1069,COOKIE,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 16:45:14,1014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 16:41:10,1015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-02-22 16:41:10,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-22 16:38:40,2003,FLAT WHITE,1,3.8,3.8
CAFEZAL_PREMUDA,2023-02-22 16:38:40,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 16:35:33,2014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 16:31:22,1090,CHEESECAKE,1,5,5
CAFEZAL_SOLFERINO,2023-02-22 16:31:22,1012,COLD BREW,3,4.5,13.5
CAFEZAL_PREMUDA,2023-02-22 16:30:22,2015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-02-22 16:20:44,1003,FLAT WHITE,1,3.8,3.8
CAFEZAL_SOLFERINO,2023-02-22 16:20:44,1073,BANANA BREAD,1,5,5
CAFEZAL_PREMUDA,2023-02-22 16:20:00,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-02-22 16:20:00,2225,INFUSO CASCARA CAFFE,1,4,4
CAFEZAL_PREMUDA,2023-02-22 16:20:00,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-22 16:19:05,2218,FILTER 2 COLOMBIA,2,6,12
CAFEZAL_PREMUDA,2023-02-22 16:19:05,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-02-22 16:19:05,2077,CROSTATINA,1,3.5,3.5
CAFEZAL_SOLFERINO,2023-02-22 16:10:09,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 16:06:02,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 16:01:11,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 15:59:48,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 15:59:48,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-02-22 15:59:48,2106,ACQUA TONICA,1,5,5
CAFEZAL_SOLFERINO,2023-02-22 15:59:31,1053,AMERICANO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-02-22 15:52:01,1053,AMERICANO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-02-22 15:50:25,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-02-22 15:50:25,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-22 15:50:25,2025,SINGLE ORIGIN 2,1,3.5,3.5
CAFEZAL_SOLFERINO,2023-02-22 15:49:26,1014,GARIBALDI,4,1.5,6
CAFEZAL_PREMUDA,2023-02-22 15:48:39,2014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 15:48:27,1017,ATLANTICO,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 15:48:27,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 15:42:30,1022,CAFFE LATTE,1,4,4
CAFEZAL_SOLFERINO,2023-02-22 15:42:30,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 15:39:43,2271,SERVIZIO,3,0.5,1.5
CAFEZAL_PREMUDA,2023-02-22 15:39:43,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 15:39:43,2139,BRIOCHE CIOCCO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-02-22 15:39:20,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 15:35:32,2014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 15:34:19,1212,THE PESCA,1,5,5
CAFEZAL_SOLFERINO,2023-02-22 15:34:19,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 15:30:08,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 15:24:53,2198,APEROL SPRITZ,1,7,7
CAFEZAL_PREMUDA,2023-02-22 15:08:12,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-22 15:08:12,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 15:07:31,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 15:05:56,2017,SINGLE ORIGIN,2,2,4
CAFEZAL_PREMUDA,2023-02-22 15:05:03,2017,SINGLE ORIGIN,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 15:01:18,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 14:56:47,2283,BOTTIGLIA ACQUA,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 14:56:47,2014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-02-22 14:53:43,2014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-02-22 14:53:43,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-02-22 14:50:31,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 14:50:31,2087,MONO VEGAN,1,3.5,3.5
CAFEZAL_PREMUDA,2023-02-22 14:44:36,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 14:44:22,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 14:41:26,1015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-02-22 14:40:16,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 14:40:16,2053,AMERICANO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-02-22 14:37:49,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 14:37:49,2218,FILTER 2 COLOMBIA,1,6,6
CAFEZAL_PREMUDA,2023-02-22 14:37:49,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 14:33:04,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 14:29:54,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 14:28:13,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 14:27:58,1014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 14:27:20,1053,AMERICANO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-02-22 14:26:46,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 14:25:47,1012,COLD BREW,1,4.5,4.5
CAFEZAL_PREMUDA,2023-02-22 14:23:51,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 14:18:55,1086,CANNELES,1,3.5,3.5
CAFEZAL_SOLFERINO,2023-02-22 14:18:42,1014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 14:17:45,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 14:15:42,1210,KOMBUCHA,1,4.5,4.5
CAFEZAL_PREMUDA,2023-02-22 14:13:52,2093,"ACQUA GASATA 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_PREMUDA,2023-02-22 14:13:52,2270,COPERTO,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 14:13:52,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 14:13:00,1017,ATLANTICO,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 14:13:00,1014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 14:13:00,1086,CANNELES,1,3.5,3.5
CAFEZAL_PREMUDA,2023-02-22 14:11:17,2092,"ACQUA NATURALE 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_PREMUDA,2023-02-22 14:11:17,2270,COPERTO,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 14:07:24,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 14:03:37,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 14:03:37,1090,CHEESECAKE,1,5,5
CAFEZAL_SOLFERINO,2023-02-22 14:03:37,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 14:03:00,2014,GARIBALDI,3,1.5,4.5
CAFEZAL_PREMUDA,2023-02-22 14:03:00,2053,AMERICANO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-02-22 14:03:00,2271,SERVIZIO,4,0.5,2
CAFEZAL_SOLFERINO,2023-02-22 13:59:58,1014,GARIBALDI,4,1.5,6
CAFEZAL_PREMUDA,2023-02-22 13:57:51,2218,FILTER 2 COLOMBIA,1,6,6
CAFEZAL_PREMUDA,2023-02-22 13:57:51,2271,SERVIZIO,2,0.5,1
CAFEZAL_SOLFERINO,2023-02-22 13:57:32,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 13:57:27,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 13:56:24,1018,BRASILE DOPPIO,1,3,3
CAFEZAL_SOLFERINO,2023-02-22 13:56:24,1212,THE PESCA,1,5,5
CAFEZAL_PREMUDA,2023-02-22 13:54:20,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 13:48:50,1014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-02-22 13:48:14,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-02-22 13:48:14,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-22 13:48:14,2022,CAFFE LATTE,1,4,4
CAFEZAL_SOLFERINO,2023-02-22 13:46:33,1015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_PREMUDA,2023-02-22 13:39:50,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-02-22 13:39:50,2014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-02-22 13:39:50,2086,CANNELES,1,3.5,3.5
CAFEZAL_PREMUDA,2023-02-22 13:38:55,2014,GARIBALDI,5,1.5,7.5
CAFEZAL_PREMUDA,2023-02-22 13:38:24,2014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 13:34:35,2001,CAPPUCCINO,2,2,4
CAFEZAL_SOLFERINO,2023-02-22 13:30:03,1218,FILTER TIER 2,1,6,6
CAFEZAL_SOLFERINO,2023-02-22 13:30:03,1140,BRIOCHE CIOCCO GRAN LAMP,1,2.8,2.8
CAFEZAL_SOLFERINO,2023-02-22 13:28:59,1069,COOKIE,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 13:28:59,1086,CANNELES,1,3.5,3.5
CAFEZAL_SOLFERINO,2023-02-22 13:28:59,1228,ESPRESSO TONIC,1,6,6
CAFEZAL_SOLFERINO,2023-02-22 13:28:59,1004,FLAT WHITE OAT,1,4,4
CAFEZAL_SOLFERINO,2023-02-22 13:22:59,1014,GARIBALDI,4,1.5,6
CAFEZAL_SOLFERINO,2023-02-22 13:13:17,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 13:09:47,1014,GARIBALDI,3,1.5,4.5
CAFEZAL_SOLFERINO,2023-02-22 13:09:47,1143,BRIOCHEE CRUDO PATE OLIVE,1,5,5
CAFEZAL_SOLFERINO,2023-02-22 13:00:14,1005,CORTADO,1,2.6,2.6
CAFEZAL_SOLFERINO,2023-02-22 12:59:29,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 12:37:59,1133,BRIOCHE CREMA,1,2.8,2.8
CAFEZAL_SOLFERINO,2023-02-22 12:37:59,1140,BRIOCHE CIOCCO GRAN LAMP,1,2.8,2.8
CAFEZAL_SOLFERINO,2023-02-22 12:37:59,1014,GARIBALDI,4,1.5,6
CAFEZAL_SOLFERINO,2023-02-22 12:24:31,1202,FLAT WHITE SINGLE ORIGIN,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-02-22 12:24:31,1077,CROSTATINA,1,3.5,3.5
CAFEZAL_SOLFERINO,2023-02-22 12:24:31,1217,FILTER TIER 1,1,5,5
CAFEZAL_SOLFERINO,2023-02-22 12:22:35,1155,BRIOCHE INT VEG COTTO FONTINA,1,5,5
CAFEZAL_SOLFERINO,2023-02-22 12:22:35,1217,FILTER TIER 1,1,5,5
CAFEZAL_SOLFERINO,2023-02-22 12:22:35,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 12:21:04,2092,"ACQUA NATURALE 0,5L MICROFILTER",1,1.8,1.8
CAFEZAL_SOLFERINO,2023-02-22 12:20:28,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 12:20:28,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-22 12:19:58,2221,COLD BREW,1,4.5,4.5
CAFEZAL_PREMUDA,2023-02-22 12:18:49,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 12:17:57,1014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 12:12:29,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 12:05:21,1014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-02-22 12:04:16,2216,PURE BREW,1,4,4
CAFEZAL_SOLFERINO,2023-02-22 11:57:45,1053,AMERICANO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-02-22 11:51:07,1014,GARIBALDI,2,1.5,3
CAFEZAL_PREMUDA,2023-02-22 11:45:52,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-22 11:45:52,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 11:43:32,2014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 11:42:03,1090,CHEESECAKE,1,5,5
CAFEZAL_SOLFERINO,2023-02-22 11:42:03,2001,CAPPUCCINO,2,2,4
CAFEZAL_SOLFERINO,2023-02-22 11:38:50,1088,MINI VEGAN,1,3.5,3.5
CAFEZAL_SOLFERINO,2023-02-22 11:38:50,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 11:33:46,2142,BRIOCHE COTTO ROBIOLA,1,5,5
CAFEZAL_SOLFERINO,2023-02-22 11:33:32,1073,BANANA BREAD,1,4,4
CAFEZAL_SOLFERINO,2023-02-22 11:33:32,1094,SPREMUTA,1,4.5,4.5
CAFEZAL_SOLFERINO,2023-02-22 11:33:32,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 11:29:40,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 11:29:40,1088,MINI VEGAN,1,3.5,3.5
CAFEZAL_SOLFERINO,2023-02-22 11:29:13,1004,FLAT WHITE OAT,1,4,4
CAFEZAL_SOLFERINO,2023-02-22 11:29:13,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 11:29:13,1218,FILTER TIER 2,1,6,6
CAFEZAL_PREMUDA,2023-02-22 11:27:12,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 11:25:12,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-02-22 11:25:12,2003,FLAT WHITE,1,3.8,3.8
CAFEZAL_PREMUDA,2023-02-22 11:25:12,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 11:24:06,2283,BOTTIGLIA ACQUA,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 11:24:06,2271,SERVIZIO,1,0.5,0.5
CAFEZAL_PREMUDA,2023-02-22 11:24:06,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 11:22:42,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 11:21:01,1014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 11:18:45,1014,GARIBALDI,3,1.5,4.5
CAFEZAL_PREMUDA,2023-02-22 11:16:41,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 11:16:02,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 11:08:35,2023,FILTER 1 ETHIOPIA,1,8,8
CAFEZAL_SOLFERINO,2023-02-22 11:08:09,1139,BRIOCHE CIOCCO NOCCIOLE,1,2.8,2.8
CAFEZAL_SOLFERINO,2023-02-22 11:08:09,1015,GARIBALDI DOPPIO,1,2.5,2.5
CAFEZAL_SOLFERINO,2023-02-22 11:07:39,1218,FILTER TIER 2,1,6,6
CAFEZAL_SOLFERINO,2023-02-22 11:06:05,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 11:06:05,1087,MONO VEGAN,1,3.5,3.5
CAFEZAL_SOLFERINO,2023-02-22 11:04:51,1018,BRASILE DOPPIO,1,3,3
CAFEZAL_PREMUDA,2023-02-22 10:57:59,2014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 10:57:22,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 10:56:40,1087,MONO VEGAN,1,3.5,3.5
CAFEZAL_SOLFERINO,2023-02-22 10:56:40,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 10:55:42,2001,CAPPUCCINO,1,2,2
CAFEZAL_SOLFERINO,2023-02-22 10:54:36,1014,GARIBALDI,2,1.5,3
CAFEZAL_SOLFERINO,2023-02-22 10:54:36,1069,COOKIE,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 10:49:07,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-22 10:45:48,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 10:45:48,2271,SERVIZIO,2,0.5,1
CAFEZAL_PREMUDA,2023-02-22 10:45:48,2003,FLAT WHITE,1,3.8,3.8
CAFEZAL_PREMUDA,2023-02-22 10:44:17,2014,GARIBALDI,1,1.5,1.5
CAFEZAL_SOLFERINO,2023-02-22 10:43:09,1014,GARIBALDI,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 10:35:06,2270,COPERTO,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 10:32:28,2086,CANNELES,1,3.5,3.5
CAFEZAL_PREMUDA,2023-02-22 10:32:28,2270,COPERTO,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 10:32:28,2022,CAFFE LATTE,1,4,4
CAFEZAL_PREMUDA,2023-02-22 10:32:28,2001,CAPPUCCINO,1,2,2
CAFEZAL_PREMUDA,2023-02-22 10:31:00,2270,COPERTO,1,1.5,1.5
CAFEZAL_PREMUDA,2023-02-22 10:31:00,2003,FLAT WHITE,1,3.8,3.8
CAFEZAL_PREMUDA,2023-02-22 10:31:00,2022,CAFFE LATTE,1,4,4
